Mobile_Device,Rating,sentiment_label,sentiment_score,positive_probability,neutral_probability,negative_probability,rating_norm,satisfaction_score,score_agreement,review_len,Date,Additional_Information
Samsung Galaxy S26 Ultra,5,positive,0.9754,0.9617,0.0273,0.011,1.0,98.93,1,58,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9856,0.9759,0.0193,0.0048,1.0,99.5,1,60,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9879,0.9815,0.013,0.0056,1.0,99.63,1,60,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.99,0.983,0.0139,0.0031,1.0,99.75,1,60,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9929,0.9887,0.0084,0.0029,1.0,99.91,1,57,,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9648,0.935,0.0595,0.0055,1.0,98.34,1,52,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9905,0.9858,0.0093,0.0048,1.0,99.78,1,59,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9882,0.008,0.0038,1.0,99.87,1,59,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9837,0.974,0.0195,0.0066,1.0,99.4,1,58,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9918,0.9879,0.0078,0.0043,1.0,99.85,1,58,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9882,0.0079,0.0039,1.0,99.87,1,58,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9928,0.9883,0.0091,0.0026,1.0,99.9,1,56,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9866,0.0103,0.0032,1.0,99.84,1,52,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,positive,0.9875,0.9804,0.0141,0.0055,0.75,88.16,1,140,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.986,0.0109,0.0032,1.0,99.83,1,56,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.987,0.009,0.0039,1.0,99.84,1,56,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9899,0.9845,0.0108,0.0047,1.0,99.74,1,54,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9759,0.9557,0.0403,0.0039,1.0,98.96,1,55,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9905,0.9848,0.0114,0.0038,1.0,99.78,1,60,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9881,0.0085,0.0034,1.0,99.88,1,55,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9913,0.9873,0.0081,0.0047,1.0,99.82,1,54,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9939,0.9904,0.007,0.0026,1.0,99.97,1,54,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,neutral,0.5446,0.1332,0.8228,0.044,1.0,74.82,0,53,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.988,0.9791,0.0179,0.0031,1.0,99.64,1,53,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.992,0.9873,0.0093,0.0034,1.0,99.86,1,53,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9136,0.8388,0.1496,0.0116,1.0,95.47,1,53,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9919,0.9869,0.0099,0.0031,1.0,99.85,1,60,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9907,0.9862,0.0089,0.0049,1.0,99.79,1,51,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9907,0.9859,0.0096,0.0045,1.0,99.79,1,51,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9926,0.9888,0.0075,0.0037,1.0,99.89,1,51,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9298,0.8825,0.0946,0.0229,1.0,96.38,1,51,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9321,0.8744,0.1156,0.0101,1.0,96.51,1,48,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9883,0.9804,0.0159,0.0037,1.0,99.65,1,47,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9868,0.0095,0.0037,1.0,99.84,1,51,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9829,0.9743,0.0172,0.0086,1.0,99.35,1,50,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.986,0.9741,0.0237,0.0022,1.0,99.52,1,50,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9688,0.9423,0.0531,0.0046,1.0,98.56,1,50,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9878,0.9797,0.0163,0.0041,1.0,99.63,1,66,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9855,0.977,0.0171,0.0059,1.0,99.5,1,52,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9929,0.9876,0.0106,0.0018,1.0,99.91,1,52,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.989,0.9835,0.011,0.0055,1.0,99.69,1,55,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,2,negative,0.2336,0.1078,0.2516,0.6406,0.25,23.07,1,1858,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,4,positive,0.9905,0.9857,0.0097,0.0046,0.75,88.33,1,84,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9939,0.9909,0.0061,0.003,1.0,99.97,1,50,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9859,0.0106,0.0036,1.0,99.82,1,51,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,1,negative,0.0802,0.0142,0.132,0.8538,0.0,3.04,1,1646,1 month ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.9711,0.9488,0.0446,0.0066,0.75,87.24,1,96,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,1,negative,0.0755,0.0101,0.1309,0.8591,0.0,2.78,1,367,3 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,4,positive,0.8952,0.8602,0.0699,0.0699,0.75,82.99,1,93,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,negative,0.0558,0.008,0.0956,0.8964,0.75,36.02,0,59,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,3,negative,0.0531,0.0096,0.0869,0.9035,0.5,24.42,1,299,1 week ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.9718,0.9487,0.0463,0.0051,0.75,87.28,1,85,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.9719,0.9502,0.0435,0.0063,0.75,87.29,1,56,1 week ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,1,neutral,0.4403,0.1212,0.6382,0.2406,0.0,23.19,1,1313,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,3,positive,0.8871,0.8087,0.1568,0.0345,0.5,71.09,0,1482,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.9917,0.987,0.0094,0.0036,0.75,88.4,1,52,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,neutral,0.448,0.088,0.72,0.1921,0.75,57.97,0,59,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,1,negative,0.0774,0.0151,0.1247,0.8602,0.0,2.88,1,1813,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,1,negative,0.0362,0.0053,0.0618,0.9329,0.0,0.58,1,1176,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,3,negative,0.023,0.0059,0.0341,0.96,0.5,22.73,1,170,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,2,negative,0.2008,0.0521,0.2973,0.6505,0.25,21.24,1,1926,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,3,positive,0.9585,0.9266,0.0638,0.0096,0.5,75.09,0,713,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,1,negative,0.0462,0.0075,0.0774,0.9151,0.0,1.14,1,823,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,3,neutral,0.4497,0.2396,0.4204,0.3401,0.5,46.61,1,794,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,1,negative,0.0492,0.0088,0.0809,0.9103,0.0,1.3,1,648,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,1,negative,0.0278,0.0053,0.0451,0.9496,0.0,0.11,1,309,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,2,negative,0.159,0.03,0.258,0.712,0.25,18.9,1,32,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,1,negative,0.0292,0.0055,0.0473,0.9471,0.0,0.18,1,168,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,1,negative,0.1265,0.0539,0.1453,0.8008,0.0,5.63,1,140,2 weeks ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,1,positive,0.6236,0.4749,0.2972,0.2278,0.0,33.45,0,822,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,1,neutral,0.5515,0.1385,0.8261,0.0354,0.0,29.42,1,68,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9869,0.9767,0.0205,0.0028,1.0,99.57,1,161,2 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9908,0.9851,0.0114,0.0035,1.0,99.79,1,155,3 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.991,0.9846,0.0128,0.0026,1.0,99.8,1,81,1 month ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9932,0.9899,0.0067,0.0034,1.0,99.93,1,62,1 month ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9905,0.9854,0.0102,0.0044,1.0,99.78,1,82,2 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9772,0.9588,0.0368,0.0044,1.0,99.03,1,70,2 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,5,positive,0.9919,0.9884,0.007,0.0046,1.0,99.85,1,63,2 weeks ago,Incentivized
Samsung Galaxy S26 Ultra,1,negative,0.0259,0.0049,0.0421,0.9531,0.0,0.0,1,90,1 month ago,Incentivized
Samsung Galaxy S26 Ultra,1,negative,0.0704,0.011,0.1189,0.8702,0.0,2.49,1,75,1 month ago,Incentivized
Samsung Galaxy S26 Ultra,1,negative,0.0637,0.0078,0.1116,0.8805,0.0,2.12,1,54,1 month ago,Incentivized
